

module Memory
2018-03-11T10:35:22.585701+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.JYCQS4WP..vdm) at line 393:19
2018-03-11T10:35:23.400094+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.4KC74Z8C..vdm) at line 393:19
2018-03-11T10:35:23.865825+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:35:24.313727+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:35:25.161264+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:35:25.5883+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:35:26.071094+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:35:26.485008+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:35:27.005369+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:35:27.456775+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:35:27.870969+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:35:28.377051+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:35:28.89441+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:35:29.40859+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:35:29.934585+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:35:30.434886+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:35:30.964273+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:35:31.497274+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:35:32.186188+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:35:32.888992+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:35:33.575001+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:35:34.307146+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:35:34.992061+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:35:35.733438+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:35:36.431421+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:35:37.025008+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:35:37.643325+09:00 MemoryTest`test_read_write_slot() -> OK
[MANUALLY RUN RegisterTest TEST]
2018-03-11T10:36:05.297146+09:00 RegisterTest`testMove() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.PQWAPN3A..vdm) at line 393:19
2018-03-11T10:36:05.662164+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:36:06.06128+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:36:06.43885+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:36:06.806884+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:36:07.234568+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:36:07.687847+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:36:08.131326+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:36:08.541724+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:36:08.972389+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:36:09.380991+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:36:09.871525+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:36:10.282028+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:36:10.731182+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:36:11.163764+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:36:11.628962+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:36:12.106246+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:36:42.191622+09:00 module RegisterTest
2018-03-11T10:36:48.275162+09:00 RegisterTest`testMove() -> OK
2018-03-11T10:36:48.648561+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:36:49.033143+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:36:49.424796+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:36:49.794881+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:36:50.248665+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:36:50.619534+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:36:50.995538+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:36:51.359361+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:36:51.730882+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:36:52.102669+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:36:52.503169+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:36:52.942975+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:36:53.301196+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:36:53.676425+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:36:54.068846+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:36:54.444946+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:36:55.163803+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.FZQL6PXJ..vdm) at line 394:19
2018-03-11T10:36:55.932539+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.A1U9TX7C..vdm) at line 394:19
2018-03-11T10:36:56.691219+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.FJWV9TBF..vdm) at line 394:19
2018-03-11T10:36:57.146389+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:36:57.935906+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.KVOHYZP4..vdm) at line 394:19
2018-03-11T10:36:58.686261+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.BQOB1MXR..vdm) at line 394:19
2018-03-11T10:36:59.510499+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.704SXCO6..vdm) at line 394:19
2018-03-11T10:36:59.988751+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:37:00.486864+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:37:00.925498+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:37:01.432368+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:37:01.859917+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:37:02.370196+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:37:03.257845+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:37:03.694592+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:37:04.177679+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:37:04.591803+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:37:05.11462+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:37:05.564222+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:37:06.02359+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:37:06.541056+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:37:07.068962+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:37:07.580538+09:00 MemoryTest`test_align() -> OK
[MANUALLY RUN RegisterTest TEST]
2018-03-11T10:37:12.129127+09:00 RegisterTest`testMove() -> OK
2018-03-11T10:37:12.525704+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:37:12.9297+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:37:13.323665+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:37:13.75141+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:37:14.166908+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:37:14.599419+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:37:15.038517+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:37:15.437384+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:37:15.850013+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:37:16.312527+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:37:16.784583+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:37:17.233561+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:37:17.657542+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:37:18.044818+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:37:18.426318+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:37:18.809647+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:37:57.934995+09:00 module RegisterTest
2018-03-11T10:38:04.489576+09:00 RegisterTest`testMove() -> OK
2018-03-11T10:38:04.88683+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:38:05.277094+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:38:05.677386+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:38:06.119329+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:38:06.521096+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:38:06.941231+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:38:07.342591+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:38:07.747846+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:38:08.201573+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:38:08.647144+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:38:09.128668+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:38:09.530035+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:38:09.96163+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:38:10.402612+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:38:10.813059+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:38:11.221228+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:38:11.966606+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.UZ37WNKR..vdm) at line 394:19
2018-03-11T10:38:12.71001+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.4LEXGLV4..vdm) at line 394:19
2018-03-11T10:38:13.474192+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.QQ6N0V0Q..vdm) at line 394:19
2018-03-11T10:38:13.96283+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:38:14.70378+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.QE6X8994..vdm) at line 394:19
2018-03-11T10:38:15.531921+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.TTQIGDDY..vdm) at line 394:19
2018-03-11T10:38:16.49217+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.FO1AXYBZ..vdm) at line 394:19
2018-03-11T10:38:16.982352+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:38:17.399609+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:38:18.227574+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:38:18.769242+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:38:19.190639+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:38:19.654865+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:38:20.127455+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:38:20.589047+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:38:21.067873+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:38:21.880832+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:38:22.410243+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:38:22.986601+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:38:23.428441+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:38:23.970419+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:38:24.481968+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:38:25.035353+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:38:26.324929+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:38:27.06734+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:38:27.74351+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:38:28.396193+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:38:29.04158+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:38:29.719822+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:38:30.388057+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:38:30.972292+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:38:31.601294+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-11T10:38:52.75528+09:00 module RegisterTest
2018-03-11T10:38:59.361653+09:00 RegisterTest`testMove() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.9V2A5IIC..vdm) at line 394:19
2018-03-11T10:38:59.721038+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:39:00.101514+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:39:00.462348+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:39:00.823748+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:39:01.258381+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:39:01.676209+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:39:02.054729+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:39:02.422708+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:39:02.797073+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:39:03.173594+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:39:03.56156+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:39:03.966875+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:39:04.329298+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:39:04.725272+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:39:05.107958+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:39:05.471927+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:39:06.193503+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.CN9ZYA4G..vdm) at line 394:19
2018-03-11T10:39:06.923983+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.RUQFPTIB..vdm) at line 394:19
2018-03-11T10:39:07.638289+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.ZLDH5OFJ..vdm) at line 394:19
2018-03-11T10:39:08.149647+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:39:08.857859+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.2CDUI5YZ..vdm) at line 394:19
2018-03-11T10:39:09.543368+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.4Y7YVBPH..vdm) at line 394:19
2018-03-11T10:39:10.257998+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.94I4EKEC..vdm) at line 394:19
2018-03-11T10:39:10.625432+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:39:11.089713+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:39:11.455499+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:39:11.848839+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:39:12.238028+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:39:12.617041+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:39:13.069356+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:39:13.534486+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:39:14.062744+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:39:14.734617+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:39:15.30634+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:39:15.839955+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:39:16.358832+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:39:16.854924+09:00 DataTest`test_oid2char() -> OK
[MANUALLY RUN RegisterTest TEST]
2018-03-11T10:39:21.066078+09:00 RegisterTest`testMove() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.A41Z39EM..vdm) at line 394:19
2018-03-11T10:39:21.485212+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:39:21.911286+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:39:22.314859+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:39:22.684628+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:39:23.086898+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:39:23.445268+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:39:23.817548+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:39:24.190444+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:39:24.558615+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:39:24.946551+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:39:25.41363+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:39:25.835555+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:39:26.217101+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:39:26.601984+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:39:27.320632+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:39:27.695788+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:41:29.600434+09:00 module Register
2018-03-11T10:41:54.438371+09:00 module Register
2018-03-11T10:42:01.69093+09:00 RegisterTest`testMove() -> Error: Runtime: Error 4060: Type invariant violated for Pointer in 'Memory' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.WJ88HZQU..vdm) at line 1450:13
2018-03-11T10:42:02.073316+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:42:02.453212+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:42:02.808145+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:42:03.178002+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:42:03.613821+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:42:03.998054+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:42:04.357051+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:42:04.714871+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:42:05.096208+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:42:05.458739+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:42:05.846195+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:42:06.226015+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:42:06.641677+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:42:07.025448+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:42:07.388536+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:42:07.752102+09:00 RegisterTest`testNamedRegistersPointer() -> OK
